A,B , Total 
769924693897904134,RT @FutbolSergi: Top football from #MCFC in the first half. Pass between the lines, many chances created and above all entertaining footbal?,Sun Aug 28 21:48:46 BDT 2016
769924694283812865,RT @footmercato: Mi-temps, Manchester City 2 - 0 West Ham #MCIWHU,Sun Aug 28 21:48:46 BDT 2016
769924693839253505,RT @BBCSport: HT Man City 2-0 West Ham

A dominant performance from #MCFC so far... https://t.co/f8EQtg79Pe https://t.co/ZVcdBPRnHg,Sun Aug 28 21:48:46 BDT 2016
769924695802077185,RT @ManCity: 33. ALMOST THREE! @DeBruyneKev sees his effort deflect just past the post and then tries his luck from WAY out. Just over! 2-0?,Sun Aug 28 21:48:46 BDT 2016
769924696301273089,@ManCity time to rest some players,Sun Aug 28 21:48:46 BDT 2016
769924696561291264,@WestHamUtd Might as wel just get relegated 
Useless #mciwhu,Sun Aug 28 21:48:46 BDT 2016
769924697853001728,https://t.co/pzWBYX0F9A city 2:0 WHU
Mantaaapp..!!
#cityvwhu #mcfc,Sun Aug 28 21:48:47 BDT 2016
769924698570305536,RT @premierleague: Man City in control and oozing confidence #MCIWHU https://t.co/YUTu3bvtob,Sun Aug 28 21:48:47 BDT 2016
769924698771644422,RT @premierleague: GOAL Man City 1-0 West Ham (7 mins). Nolito pulls it back to the penalty spot where Raheem Sterling arrives to convert #?,Sun Aug 28 21:48:47 BDT 2016
769924698494889985,Manchester City v WestHam Live Stream: https://t.co/vos1Eg97CH      #football #voetball #goals  #PremierLeague #cityvwhu

42812,Sun Aug 28 21:48:47 BDT 2016
769924699060961280,RT @GOAL_ID: HT! #MCFC 2-0 #WHUFC | LIVE: https://t.co/d1Jbhv7dD4 #MatchdayGoal https://t.co/OiyeIWU1p1,Sun Aug 28 21:48:47 BDT 2016
769924699895664641,ManCity are trying to play Possession football but they are also direct whenever they have the ball which makes them so dangerous!! #MCIWHU,Sun Aug 28 21:48:47 BDT 2016
769924700088766464,RT @premierleague: Man City in control and oozing confidence #MCIWHU https://t.co/YUTu3bvtob,Sun Aug 28 21:48:47 BDT 2016
769924701338697729,Half-time @EtihadStadium @premierleague @ManCity 2-0 @WestHamUtd,Sun Aug 28 21:48:47 BDT 2016
769924702710005760,HT in Manchester Very impressive 1st half by @ManCity 2-0 @WestHamUtd Goals by Sterling & Fernandinho @BBCSport @SkyFootball #MCIWHU #EPL,Sun Aug 28 21:48:48 BDT 2016
769924703192485888,even do #payet,lazini they can stop #mcfc! #ssfootball,Sun Aug 28 21:48:48 BDT 2016
769924704945709057,Manchester City v West Ham United

Live Stream : https://t.co/9275s8wgaz

s1k1g1 #mcfc #ManCity #cityvwhu #MCIWHU Game Day #betting #PL,Sun Aug 28 21:48:48 BDT 2016
769924705616879616,RT @FutbolSergi: Top football from #MCFC in the first half. Pass between the lines, many chances created and above all entertaining footbal?,Sun Aug 28 21:48:48 BDT 2016
769924705780428800,@WestHamUtd get these goals back West Ham you know you can beat city up the hammers shoot goal,Sun Aug 28 21:48:49 BDT 2016
769924706086621184,RT @HammersSolo: HT : @ManCity 2 - 0 @WestHamUtd #COYI 
KEEP THE FAITH ! https://t.co/28WBkJHDEy,Sun Aug 28 21:48:49 BDT 2016
769924707449729024,RT @FutbolSergi: Top football from #MCFC in the first half. Pass between the lines, many chances created and above all entertaining footbal?,Sun Aug 28 21:48:49 BDT 2016
769924707374145537,Minor miracle Hammers only 2-0 down after that City display. Mesmerising stuff. #MCIWHU,Sun Aug 28 21:48:49 BDT 2016
769924707822997504,RT @premierleague: Man City in control and oozing confidence #MCIWHU https://t.co/YUTu3bvtob,Sun Aug 28 21:48:49 BDT 2016
769924710629081088,@WestHamUtd Enner off and out the club. Bring on Lanzini. Someone that actually has some creativity,Sun Aug 28 21:48:50 BDT 2016
769924710259945473,RT @james_1919: City fans should sing "quit playing games with Joe Hart" #mcfc,Sun Aug 28 21:48:50 BDT 2016
769924711216218112,Man City are going to...

#MCFC,Sun Aug 28 21:48:50 BDT 2016
769924712923148289,RT @premierleague: Man City in control and oozing confidence #MCIWHU https://t.co/YUTu3bvtob,Sun Aug 28 21:48:50 BDT 2016
769924714747662336,RT @premierleague: Man City in control and oozing confidence #MCIWHU https://t.co/YUTu3bvtob,Sun Aug 28 21:48:51 BDT 2016
769924715804753920,@ManCity is about to be the @FCBarcelona of @premierleague or more, the @ManCity of Europe #Guardiola #MCIWHU,Sun Aug 28 21:48:51 BDT 2016
769924717985816576,RT @premierleague: Man City in control and oozing confidence #MCIWHU https://t.co/YUTu3bvtob,Sun Aug 28 21:48:51 BDT 2016
769924718304563200,RT @GaryLineker: Just knew it would take time for Pep Guardiola to adapt to the @premierleague,Sun Aug 28 21:48:52 BDT 2016
769924719130865665,Manchester City v WestHam Live Stream: https://t.co/Y32NsPPUAu      #MCIWHU #PL #cfc #cityvwhu #WHUFC #sports #gameday #BPL

26731,Sun Aug 28 21:48:52 BDT 2016
769924718182957057,2-0 City goals from Sterling and Fernandinio #cityvwhu #comeoncity! https://t.co/zF2DJZMoyy,Sun Aug 28 21:48:51 BDT 2016
769924716316463104,Outstanding first-half from @ManCity. @WestHamUtd struggled hard to get out of their box. Citizens with a 2-0 lead. https://t.co/y2oZvU43xs,Sun Aug 28 21:48:51 BDT 2016
769924722314321920,RT @alanshearer: Not only do @ManCity look great on the eye but their work rate to retrieve the ball is so impressive. #MCIWHU @premierleag?,Sun Aug 28 21:48:52 BDT 2016
769924722976960512,RT @GOAL_ID: HT! #MCFC 2-0 #WHUFC | LIVE: https://t.co/d1Jbhv7dD4 #MatchdayGoal https://t.co/OiyeIWU1p1,Sun Aug 28 21:48:53 BDT 2016
769924722431823873,#Health https://t.co/HI3lpYRXJk #7767 #Training #Deals Suspension Revolution https://t.co/PAze2RlgRX,Sun Aug 28 21:48:52 BDT 2016
769924724772130816,Kyle Busch celebrating a milestone in the Pure Michigan 400 https://t.co/CJRgRjvACK #news #sports,Sun Aug 28 21:48:53 BDT 2016
769924725027942400,RT @NBCSportsSoccer: .@ManCity is on FIRE right now! #PLonNBC https://t.co/NTTknxI2G0,Sun Aug 28 21:48:53 BDT 2016
769924724952563712,@ManCity @WestHamUtd we all do,Sun Aug 28 21:48:53 BDT 2016
769924725015474176,Starting to really like the way Pep has set up City, some fabulous moves being created so far! #MCIWHU,Sun Aug 28 21:48:53 BDT 2016
769924725761937408,HT: City 2 - 0 West Ham 
Sterling, Fernandinho
#ComeOnCity
#CityWHU,Sun Aug 28 21:48:53 BDT 2016
769924726550630400,RT @StanCollymore: 2-0. #MCFC excellent tempo/movement, no genius, just attention to detail which tells you more about other managers than?,Sun Aug 28 21:48:53 BDT 2016
769924726454095872,RT @premierleague: Man City in control and oozing confidence #MCIWHU https://t.co/YUTu3bvtob,Sun Aug 28 21:48:53 BDT 2016
769924729285251072,@BelgianDrogba @ManCity doubt it,Sun Aug 28 21:48:54 BDT 2016
769924727376908292,HALF TIME en Manchester!
#PL https://t.co/rpd6q2cxYU,Sun Aug 28 21:48:54 BDT 2016
769924729473998848,Manchester City v WestHam Live Stream: https://t.co/xUukWleca6      #OnThisDay #matchday  ?#fpl #bpllive #believe #soccer #Epl

35115,Sun Aug 28 21:48:54 BDT 2016
769924730065387520,RT @KippaxKing76: Imagine this team in 6 months time..... #MCFC,Sun Aug 28 21:48:54 BDT 2016
769924729759076352,Pack your hammers & go west! @keeley_bright @TheOfficialPrx #ManCity #fishnchips #lager #bangersnmash https://t.co/N8emNGgXwF,Sun Aug 28 21:48:54 BDT 2016
769924734138060800,@Karanka @Boro @premierleague Good point but a poor game to be honest. Feel we need a couple more players to hold our own in PL. come on AK,Sun Aug 28 21:48:55 BDT 2016
769924733492015104,RT @5liveSport: Impressive starts for #MUFC, #MCFC and #CFC under their new managers

@ConorMcNamaraIE & @RobbieSavage8 assess
https://t.co?,Sun Aug 28 21:48:55 BDT 2016
769924735153102848,RT @premierleague: Man City in control and oozing confidence #MCIWHU https://t.co/YUTu3bvtob,Sun Aug 28 21:48:56 BDT 2016
769924735258005504,Seriously, how and why does Enner Valencia still get a game for West Ham? What does Bilic see in him? Garbage footballer. #WestHam,Sun Aug 28 21:48:56 BDT 2016
769924735555801088,RT @StanCollymore: Still haven?t seen the football wheel reinvention yet, just high quality players, extremely fit and motivated.

#MCIWHU?,Sun Aug 28 21:48:56 BDT 2016
769924735992037376,@WestHamUtd spencer Owen is bigger than ur club hahahaha tears,Sun Aug 28 21:48:56 BDT 2016
769924737988386816,RT @premierleague: Man City in control and oozing confidence #MCIWHU https://t.co/YUTu3bvtob,Sun Aug 28 21:48:56 BDT 2016
769924737212428288,Kyle Busch celebrating a milestone in the Pure Michigan 400 https://t.co/LJbz9zMnbo #sports #US,Sun Aug 28 21:48:56 BDT 2016
769924738609143809,Radwanska crushes Kvitova to ease into Connecticut final: https://t.co/sqExb0TWuq #AgnieszkaRadwanska #ConnecticutOpen #Tennis #sports,Sun Aug 28 21:48:56 BDT 2016
769924739896717312,RT @premierleague: Man City in control and oozing confidence #MCIWHU https://t.co/YUTu3bvtob,Sun Aug 28 21:48:57 BDT 2016
769924738231758849,RT @davidonjili: Pep turning water into wine at #mcfc who remembers how this team had no spring last season? Gundogan,Bravo,Kompany & Sane?,Sun Aug 28 21:48:56 BDT 2016
769924741088088065,John Stones looks brilliant playing under Guardiola. Great talent #MCFC,Sun Aug 28 21:48:57 BDT 2016
769924741901742080,At least De Gea will finally have something to do in the Derby. #MUFC #MCFC #DaveSaves,Sun Aug 28 21:48:57 BDT 2016
769924741729746945,At least De Gea will finally have something to do in the Derby. #MUFC #MCFC #DaveSaves,Sun Aug 28 21:48:57 BDT 2016
769924744766365696,RT @GOAL_ID: HT! #MCFC 2-0 #WHUFC | LIVE: https://t.co/d1Jbhv7dD4 #MatchdayGoal https://t.co/OiyeIWU1p1,Sun Aug 28 21:48:58 BDT 2016
769924744678404096,RT @footmercato: Mi-temps, Manchester City 2 - 0 West Ham #MCIWHU,Sun Aug 28 21:48:58 BDT 2016
769924744842018818,@RichardDeller1 Thats the best we can get we are playing Sunday with them kicking the R4  #PL,Sun Aug 28 21:48:58 BDT 2016
769924746544750592,How many games do we have to lose before fucking payet comes back ! @Behzinga #MCYWHU,Sun Aug 28 21:48:58 BDT 2016
769924746871963648,RT @premierleague: Man City in control and oozing confidence #MCIWHU https://t.co/YUTu3bvtob,Sun Aug 28 21:48:58 BDT 2016
769924748025270273,Awesome https://t.co/ZN2w0Q6RCl,Sun Aug 28 21:48:59 BDT 2016
769924747933147136,Fuck city. https://t.co/F0A8FtfUdd,Sun Aug 28 21:48:59 BDT 2016
769924748495073280,RT @premierleague: Man City in control and oozing confidence #MCIWHU https://t.co/YUTu3bvtob,Sun Aug 28 21:48:59 BDT 2016
769924748713205761,RT @premierleague: Man City in control and oozing confidence #MCIWHU https://t.co/YUTu3bvtob,Sun Aug 28 21:48:59 BDT 2016
769924748809756673,RT @FutbolSergi: Top football from #MCFC in the first half. Pass between the lines, many chances created and above all entertaining footbal?,Sun Aug 28 21:48:59 BDT 2016
769924749224996864,Breathtaking half from City, absolutely beautiful football! #ManCity,Sun Aug 28 21:48:59 BDT 2016
769924749350821888,RT @premierleague: Man City in control and oozing confidence #MCIWHU https://t.co/YUTu3bvtob,Sun Aug 28 21:48:59 BDT 2016
769924749338275840,RT @henrywinter: 2-0 ht #mcfc masterclass. Merciless pressing/endless interchanging. Team before self. Silva challenging Collins in air, Ag?,Sun Aug 28 21:48:59 BDT 2016
769924749724094464,RT @premierleague: Man City in control and oozing confidence #MCIWHU https://t.co/YUTu3bvtob,Sun Aug 28 21:48:59 BDT 2016
769924749992550400,RT @StanCollymore: 2-0. #MCFC excellent tempo/movement, no genius, just attention to detail which tells you more about other managers than?,Sun Aug 28 21:48:59 BDT 2016
769924750424571906,RT @henrywinter: 2-0 ht #mcfc masterclass. Merciless pressing/endless interchanging. Team before self. Silva challenging Collins in air, Ag?,Sun Aug 28 21:48:59 BDT 2016
769924750768353280,RT @GOAL_ID: HT! #MCFC 2-0 #WHUFC | LIVE: https://t.co/d1Jbhv7dD4 #MatchdayGoal https://t.co/OiyeIWU1p1,Sun Aug 28 21:48:59 BDT 2016
769924750990839808,RT @StanCollymore: 2-0. #MCFC excellent tempo/movement, no genius, just attention to detail which tells you more about other managers than?,Sun Aug 28 21:48:59 BDT 2016
769924751297024000,RT @BBCSport: HT Man City 2-0 West Ham

A dominant performance from #MCFC so far... https://t.co/f8EQtg79Pe https://t.co/ZVcdBPRnHg,Sun Aug 28 21:48:59 BDT 2016
769924753096335360,RT @Brodinho: West Ham are forever blowing hot air, never mind bubbles!! 

Absolute pony #WHUFC,Sun Aug 28 21:49:00 BDT 2016
769924753637437440,I bet West Ham players wished that was the final whistle  #MCIWHU  #SuperSunday,Sun Aug 28 21:49:00 BDT 2016
769924754320953344,RT @ManCityMEN: #MCFC are flying https://t.co/PF7ex0qxW4 https://t.co/rtVIiP5rFG,Sun Aug 28 21:49:00 BDT 2016
769924754392379392,RT @alanshearer: Not only do @ManCity look great on the eye but their work rate to retrieve the ball is so impressive. #MCIWHU @premierleag?,Sun Aug 28 21:49:00 BDT 2016
769924754551758848,#Health https://t.co/7VCK6Tc54i #0512 #Training #Deals Deceleration Training To Prevent Acl Tears https://t.co/FXGF03v6cP,Sun Aug 28 21:49:00 BDT 2016
769924755948527617,@ManCity West Ham Are shit without Payet #OneManeTeam,Sun Aug 28 21:49:00 BDT 2016
769924756556492801,RT @GOAL_ID: HT! #MCFC 2-0 #WHUFC | LIVE: https://t.co/d1Jbhv7dD4 #MatchdayGoal https://t.co/OiyeIWU1p1,Sun Aug 28 21:49:01 BDT 2016
769924758129475585,@KelechiNacho @ManCity rolid,Sun Aug 28 21:49:01 BDT 2016
769924758595047424,RT @premierleague: Man City in control and oozing confidence #MCIWHU https://t.co/YUTu3bvtob,Sun Aug 28 21:49:01 BDT 2016
769924759006175237,Manchester City v WestHam Live Stream: https://t.co/oJYr5nLfkO      #aguero #ManchesterCity #ManCity #cmoncity #mcfc #cityvwhu

33897,Sun Aug 28 21:49:01 BDT 2016
769924759454965760,RT @alanshearer: Not only do @ManCity look great on the eye but their work rate to retrieve the ball is so impressive. #MCIWHU @premierleag?,Sun Aug 28 21:49:01 BDT 2016
769924759303979008,RT @YahooSoccer: HT: Man City 2-0 West Ham. #MCFC lead on goals by Sterling and Fernandinho. #MCIWHU --> https://t.co/VqAhnUKIiF https://t.?,Sun Aug 28 21:49:01 BDT 2016
769924761342218240,RT @premierleague: Sterling & Co. enjoyed that one... #MCIWHU https://t.co/CAsh6jZFHb,Sun Aug 28 21:49:02 BDT 2016
769924761447231488,#MCIWHU via @premierleague https://t.co/pY0BE6cd2S
Pretty decent game if I do say so myself! Well... Better than WBA V MID,Sun Aug 28 21:49:02 BDT 2016
769924762650841088,@ArronMCFC @ManCity well believe it,Sun Aug 28 21:49:02 BDT 2016
769924763045105664,RT @ManCityMEN: Half-time. And what a half it was #MCFC https://t.co/PF7ex0qxW4 https://t.co/jNBjEI6xGd,Sun Aug 28 21:49:02 BDT 2016
769924762705559552,Yes the hull supporter does say that  https://t.co/EZS3Inf4Wn,Sun Aug 28 21:49:02 BDT 2016
769924758234337280,#PL HT: Man City 2-0 West Ham,Sun Aug 28 21:49:01 BDT 2016
769924764139921408,RT @ChasidyRae: Been loving football for years!!!! #footballseason https://t.co/gWDF0pjGUG,Sun Aug 28 21:49:02 BDT 2016
769924764576120832,RT @StanCollymore: 2-0. #MCFC excellent tempo/movement, no genius, just attention to detail which tells you more about other managers than?,Sun Aug 28 21:49:03 BDT 2016
769924764458684416,RT @trevor8sinclair: Nobes better stay on pens ??#WelcomeZaza,Sun Aug 28 21:49:03 BDT 2016
769924764769148928,RT @ManCity: @WestHamUtd We prefer your old one... ??,Sun Aug 28 21:49:03 BDT 2016
769924765108805632,We need to bring off Tore for Byram, and Valencia for Lanzini, and maybe Obiang for one of the centre backs #COYI,Sun Aug 28 21:49:03 BDT 2016
769924766203580416,RT @alanshearer: Not only do @ManCity look great on the eye but their work rate to retrieve the ball is so impressive. #MCIWHU @premierleag?,Sun Aug 28 21:49:03 BDT 2016
769924766262231040,HT: Manchester City 2-0 West Ham United (Sterling, Fernandinho) #MCIWHU,Sun Aug 28 21:49:03 BDT 2016
769924767893884928,Beautiful football @ManCity,Sun Aug 28 21:49:03 BDT 2016
769924768590012416,RT @premierleague: Man City in control and oozing confidence #MCIWHU https://t.co/YUTu3bvtob,Sun Aug 28 21:49:03 BDT 2016
769924768862789632,RT @chris1official1: I see more blue sets than people at the etihad stadium which is a shame because city are playing good football #MCIWHU?,Sun Aug 28 21:49:04 BDT 2016
769924770846629889,RT @henrywinter: 2-0 ht #mcfc masterclass. Merciless pressing/endless interchanging. Team before self. Silva challenging Collins in air, Ag?,Sun Aug 28 21:49:04 BDT 2016
769924770854936576,RT @premierleague: Man City in control and oozing confidence #MCIWHU https://t.co/YUTu3bvtob,Sun Aug 28 21:49:04 BDT 2016
769924773350510594,RT @premierleague: Man City in control and oozing confidence #MCIWHU https://t.co/YUTu3bvtob,Sun Aug 28 21:49:05 BDT 2016
769924773635772416,RT @premierleague: .@ManUtd have won their opening 3 games of a #PL season for the first time since 2011/12 https://t.co/95XsL7iEAe,Sun Aug 28 21:49:05 BDT 2016
769924773770096640,RT @alanshearer: Not only do @ManCity look great on the eye but their work rate to retrieve the ball is so impressive. #MCIWHU @premierleag?,Sun Aug 28 21:49:05 BDT 2016
769924774378307585,Get tore and Valencia off now!!! Lanzini and Byram on revert to a back 4! This is awful @WestHamUtd !!!,Sun Aug 28 21:49:05 BDT 2016
769924774168498176,RT @premierleague: Man City in control and oozing confidence #MCIWHU https://t.co/YUTu3bvtob,Sun Aug 28 21:49:05 BDT 2016
769924774533357568,RT @premierleague: Man City in control and oozing confidence #MCIWHU https://t.co/YUTu3bvtob,Sun Aug 28 21:49:05 BDT 2016
769924773983948800,Manchester City v WestHam Live Stream: https://t.co/3LPo99tBHx      #football #voetball #goals  #PremierLeague #cityvwhu

43475,Sun Aug 28 21:49:05 BDT 2016
769924774340468736,RT @ManCity: 33. ALMOST THREE! @DeBruyneKev sees his effort deflect just past the post and then tries his luck from WAY out. Just over! 2-0?,Sun Aug 28 21:49:05 BDT 2016
769924774730559488,RT @alanshearer: Not only do @ManCity look great on the eye but their work rate to retrieve the ball is so impressive. #MCIWHU @premierleag?,Sun Aug 28 21:49:05 BDT 2016
769924775082950656,RT @alanshearer: Not only do @ManCity look great on the eye but their work rate to retrieve the ball is so impressive. #MCIWHU @premierleag?,Sun Aug 28 21:49:05 BDT 2016
769924775808536576,RT @premierleague: Two shots on target, two goals... #MCIWHU https://t.co/VYzutML6lx,Sun Aug 28 21:49:05 BDT 2016
769924775326130178,#Health https://t.co/T8V8n1jzTz #9381 #Training #Deals Xplosive Functional Training Speed System https://t.co/XZ0sATTI5r,Sun Aug 28 21:49:05 BDT 2016
769924776945123328,RT @henrywinter: 2-0 ht #mcfc masterclass. Merciless pressing/endless interchanging. Team before self. Silva challenging Collins in air, Ag?,Sun Aug 28 21:49:05 BDT 2016
769924778551484416,#Sports Betting #Report: Panthers to sign Stevie Brown https://t.co/f8SuVlgLc9,Sun Aug 28 21:49:06 BDT 2016
769924778752937984,Good half, De Bruyne masterclass, brilliant attacking play, predicting this finishes 4-1. @ManCity #cityvwhu,Sun Aug 28 21:49:06 BDT 2016
769924779277185024,#MUFC , #MCFC and #CFC in a different league.,Sun Aug 28 21:49:06 BDT 2016
